Post.code;Totaal.2020;Koopwoning.2020;Huurwoning.2020;adressen/km2.2020
Code;x1;%;%;adressen/km2
8033;3370;70;30;1363
8034;740;90;10;413
8035;280;90;10;23
8041;375;70;30;764
8042;5380;70;30;1017
8043;23295;70;30;1592
8044;2280;50;50;705
8045;25;90;-99997;5
8051;10180;70;30;835
8052;2030;70;30;807
8055;630;80;20;44
8061;7330;70;30;703
8064;4835;60;40;587
8066;565;80;20;73
8071;12475;60;30;1028
8072;7890;60;40;981
8075;4665;70;20;298
8076;710;70;30;60
8077;2100;80;20;135
8079;260;90;10;27
8081;11850;60;40;849
8082;200;100;-99997;358
8084;6905;70;30;677
8085;4200;70;30;151
8091;12120;70;30;965
8094;1500;80;20;308
8095;1285;70;20;198
8096;6280;70;30;391
8097;2200;80;20;113
8101;6230;60;40;1053
8102;7255;60;40;1036
8103;6335;80;20;764
8105;2235;80;20;138
8106;1480;80;20;105
8107;1165;80;20;82
8111;3670;70;30;246
8112;1155;80;20;123
8121;8235;70;30;487
8124;1200;80;20;84
8131;8135;70;30;532
8141;7120;80;20;531
8144;445;80;20;50
8146;345;80;20;20
8147;220;90;10;57
8148;1355;80;20;70
8151;1855;80;20;372
8152;2605;70;30;398
8153;155;90;10;57
8154;100;90;10;41
8161;6480;70;30;847
8162;9205;60;40;902
8166;3225;80;20;122
8167;1605;80;20;109
8171;7820;70;30;735
8172;4835;40;60;871
8181;11585;70;30;718
8191;6150;70;30;468
8193;190;90;10;31
8194;665;80;20;79
8196;615;80;20;85
8198;70;90;-99997;12
8211;285;80;20;124
8212;4550;90;10;956
8218;225;70;30;18
8219;2925;90;10;292
8221;-99997;-99997;-99997;40
8222;185;100;-99997;336
8223;4940;50;50;1189
8224;7135;50;50;1973
8225;8100;60;40;1993
8226;9630;60;40;1486
8231;5145;50;50;1689
8232;7380;40;60;2076
8233;680;-99997;100;1859
8239;190;90;10;353
8241;1465;100;0;218
8242;6070;70;30;1138
8243;9450;70;30;1322
8244;4175;80;20;524
8245;6055;90;10;858
8251;12715;50;50;1033
8252;5825;90;10;878
8253;9585;80;20;662
8254;665;20;80;1191
8255;6285;70;30;598
8256;6460;60;40;437
8261;5360;50;50;2201
8262;6475;50;50;1937
8263;695;90;10;703
8264;2075;70;30;1537
8265;14775;60;40;1766
8266;7390;80;20;1290
8267;665;80;20;537
8271;12495;70;30;997
8274;890;80;20;103
8275;670;90;10;82
8276;755;90;10;61
8277;1030;90;10;162
8278;890;90;10;28
8281;10320;80;20;826
8291;10;-99997;-99997;4
8293;160;80;20;7
8294;185;80;20;8
8301;2100;40;60;1532
8302;10505;70;30;1013
8303;9705;60;40;1389
8304;3465;60;40;892
8305;315;90;10;143
8307;3105;70;30;259
8308;1925;70;30;120
8309;2465;80;20;164
8311;1475;80;20;94
8312;1670;70;30;115
8313;1680;80;20;102
8314;1430;80;20;87
8315;2255;50;50;96
8316;3780;70;30;344
8317;1410;80;20;85
8319;5;-99997;-99997;7
8321;13655;80;20;1105
8322;7365;80;20;997
8325;4270;60;40;528
8326;2490;80;20;140
8331;10370;40;60;1272
8332;5945;80;20;930
8333;800;50;50;355
8334;2150;90;10;331
8335;200;100;-99997;120
8336;85;80;20;50
8337;235;90;10;41
8338;865;80;20;89
8339;170;100;-99997;137
8341;1885;60;40;252
8342;255;90;10;41
8343;620;80;20;588
8344;305;90;10;122
8345;315;80;20;102
8346;320;90;10;101
8347;580;80;20;54
8351;785;90;10;43
8355;2785;70;30;140
8356;1385;70;30;181
8361;80;90;-99997;37
8362;15;70;-99997;4
8363;160;80;20;20
8371;500;80;20;48
8372;40;90;-99997;15
8373;325;90;10;19
8374;935;80;20;112
8375;2560;80;20;333
8376;560;90;10;95
8377;220;80;20;41
8378;415;90;10;60
8381;1940;80;20;273
8382;295;60;40;67
8383;550;80;20;46
8384;905;60;40;136
8385;360;90;10;41
8386;110;70;30;40
8387;220;50;50;9
8388;540;90;10;95
8389;315;70;30;38
8391;3565;50;40;370
8392;890;80;20;62
8393;200;100;-99997;21
8394;405;90;10;34
8395;1065;80;20;62
8396;90;90;-99997;104
8397;805;70;30;113
8398;490;90;10;41
8401;7420;60;40;794
8403;285;100;-99997;33
8404;1035;80;20;83
8405;440;90;10;40
8406;1550;80;20;120
8407;1020;80;20;100
8408;1290;80;20;134
8409;755;80;20;63
8411;3250;70;30;192
8412;825;90;10;37
8413;825;90;10;62
8414;1470;60;40;200
8415;425;80;20;43
8421;1560;80;20;155
8422;270;90;10;16
8423;1020;80;20;77
8424;655;80;10;47
8425;300;90;10;32
8426;4735;60;40;396
8427;415;80;20;52
8428;360;90;10;24
8431;9600;60;40;800
8432;575;90;10;38
8433;3245;70;30;353
8434;840;80;20;77
8435;1900;80;20;142
8437;260;90;10;69
8438;150;90;-99997;53
8439;65;60;-99997;24
8441;4460;50;50;1645
8442;5560;30;70;2161
8443;2720;40;60;1026
8444;300;20;80;642
8445;1500;90;10;678
8446;7120;60;40;1825
8447;3240;60;40;1333
8448;5285;80;20;673
8449;265;80;20;42
8451;1445;50;50;432
8452;135;70;30;209
8453;1020;90;10;680
8454;670;90;10;93
8455;600;90;10;46
8456;1320;90;10;135
8457;305;100;0;26
8458;840;90;10;91
8459;415;90;10;64
8461;745;90;10;126
8462;185;100;-99997;12
8463;560;80;20;120
8464;1265;80;20;157
8465;1945;80;20;225
8466;50;100;-99997;577
8467;400;90;20;29
8468;395;90;10;59
8469;170;80;20;74
8471;11215;50;50;1203
8472;1800;80;20;706
8474;1040;90;10;108
8475;505;90;10;40
8476;320;90;10;30
8477;145;90;-99997;18
8478;240;100;-99997;211
8479;205;90;10;17
8481;140;90;10;14
8482;195;90;10;17
8483;440;80;20;56
8484;245;90;10;24
8485;455;90;10;36
8486;230;80;20;12
8487;140;90;-99997;12
8488;190;90;10;41
8489;35;90;-99997;12
8491;3335;60;40;526
8493;750;80;20;299
8494;1060;100;0;325
8495;1545;80;20;174
8497;60;80;20;6
8501;9770;50;50;1147
8502;3315;90;10;723
8503;65;80;-99997;263
8505;55;90;-99997;53
8506;560;80;20;86
8507;215;90;-99997;86
8508;425;80;20;134
8511;240;90;10;88
8512;210;90;10;63
8513;340;80;20;52
8514;75;90;-99997;46
8515;80;90;-99997;19
8516;90;90;-99997;18
8517;800;80;20;122
8521;3335;70;30;369
8522;355;80;20;23
8523;470;80;30;85
8524;20;40;60;11
8525;1050;70;30;205
8526;100;80;20;101
8527;35;80;-99997;24
8528;50;80;20;84
8529;85;80;20;20
8531;8250;60;40;786
8532;2105;100;0;846
8534;45;90;-99997;33
8535;175;100;-99997;13
8536;910;80;20;77
8537;255;90;10;60
8538;660;80;20;26
8539;1010;80;20;177
8541;110;90;-99997;40
8542;220;80;20;95
8551;1405;80;20;254
8552;20;-99997;-99997;9
8553;105;80;20;181
8554;70;90;-99997;118
8556;700;80;20;134
8561;4070;60;40;529
8563;620;80;10;82
8564;110;100;-99997;88
8565;405;90;10;46
8566;540;80;20;57
8567;1345;80;20;149
8571;480;90;10;98
8572;170;90;10;28
8573;115;100;-99997;64
8574;1050;80;20;193
8581;355;90;10;52
8582;260;80;20;29
8583;50;100;-99997;10
8584;600;80;20;113
8601;3195;50;40;1797
8602;4810;40;60;1519
8603;4765;80;20;1889
8604;5305;70;30;1145
8605;2140;30;70;2079
8606;2765;50;40;1855
8607;5870;70;30;1337
8608;4705;40;60;1261
8611;280;80;20;70
8612;25;-99997;-99997;6
8613;30;50;50;5
8614;745;80;20;94
8615;615;60;40;95
8616;80;90;10;32
8617;250;100;0;21
8618;440;80;20;100
8621;2230;70;30;336
8622;650;80;20;64
8623;305;80;20;45
8624;415;90;10;95
8625;1070;70;30;189
8626;145;50;50;70
8627;345;90;10;66
8628;240;90;10;73
8629;1660;80;20;216
8631;45;80;-99997;398
8632;185;90;10;30
8633;640;80;10;207
8635;415;80;20;48
8636;100;90;10;14
8637;285;80;20;39
8641;95;90;-99997;24
8642;65;70;30;13
8644;115;90;-99997;30
8647;365;80;20;63
8651;3010;70;30;402
8658;75;90;-99997;30
8701;8080;50;50;1136
8702;2035;90;10;761
8711;4445;60;30;507
8713;865;70;30;147
8715;955;60;40;173
8721;780;70;20;81
8722;345;80;20;35
8723;2650;70;30;350
8724;340;80;20;22
8731;2320;70;30;303
8732;240;90;10;30
8733;45;90;-99997;11
8734;920;80;20;128
8735;235;80;20;37
8736;190;90;10;22
8737;120;90;-99997;15
8741;115;100;-99997;17
8742;295;90;10;32
8743;80;80;20;45
8744;255;90;-99997;34
8745;45;90;-99997;21
8746;155;100;-99997;24
8747;295;90;10;34
8748;1760;70;30;247
8749;585;90;10;69
8751;170;80;20;30
8752;25;100;-99997;14
8753;80;90;10;10
8754;3505;60;40;412
8755;110;100;-99997;60
8756;45;100;-99997;8
8757;200;90;10;25
8758;95;100;-99997;11
8759;455;80;20;55
8761;225;90;10;19
8762;85;100;-99997;12
8763;485;90;10;48
8764;80;80;20;27
8765;455;90;10;45
8771;990;80;20;105
8772;20;90;-99997;11
8773;320;90;10;63
8774;140;90;10;17
8775;40;90;-99997;9
8801;6750;60;40;1123
8802;6005;60;40;867
8804;1080;70;30;136
8805;215;70;30;34
8806;590;70;30;80
8807;255;70;30;45
8808;370;70;30;68
8809;45;80;-99997;12
8811;450;70;30;67
8812;255;80;20;37
8813;140;80;20;47
8814;120;90;10;18
8816;105;100;-99997;21
8821;555;80;20;78
8822;1030;80;20;121
8823;335;80;20;39
8831;1020;70;30;157
8832;105;90;10;15
8833;25;-99997;-99997;6
8834;200;90;10;26
8835;410;80;20;59
8841;120;100;-99997;48
8842;450;90;10;55
8843;270;80;10;39
8844;50;100;-99997;11
8845;80;90;-99997;12
8851;1375;70;30;226
8852;70;80;20;18
8853;40;90;-99997;47
8854;550;70;30;74
8855;1695;60;40;226
8856;135;80;20;122
8857;470;70;30;58
8861;6450;60;40;1168
8862;8200;50;50;1063
8871;10;-99997;-99997;49
8872;590;70;30;288
8881;2570;60;40;346
8882;20;60;40;30
8883;15;-99997;-99997;55
8884;120;80;20;152
8885;40;90;-99997;73
8891;1030;60;40;243
8892;20;-99997;-99997;177
8893;90;70;30;207
8894;230;90;10;127
8895;150;80;20;116
8896;470;80;20;128
8897;140;80;20;44
8899;1155;40;60;209
8911;5950;10;80;4303
8912;125;50;50;715
8913;3915;70;30;2944
8914;490;90;10;1592
8915;5160;50;50;1665
8916;3215;60;40;3052
8917;3340;50;50;3883
8918;6130;20;80;2461
8919;805;70;30;1020
8921;8975;40;60;4000
8922;3315;30;70;4044
8923;3475;20;80;2368
8924;3650;20;80;2396
8925;5295;70;30;1358
8926;5180;70;30;1244
8927;835;90;10;709
8931;3725;30;70;1893
8932;7025;50;50;2920
8933;4090;50;50;3458
8934;2180;60;40;2688
8935;6750;50;40;1669
8936;765;30;70;1797
8937;905;-99997;100;2076
8938;105;70;30;651
8939;5670;90;10;738
8941;2415;80;20;290
9001;5760;60;40;734
9003;900;70;30;115
9004;30;100;-99997;6
9005;1795;70;30;251
9006;40;-99997;-99997;8
9007;80;100;-99997;18
9008;1095;70;30;144
9009;90;90;-99997;30
9011;1340;70;30;170
9012;655;80;20;76
9013;165;90;10;31
9014;350;80;20;53
9021;320;80;20;48
9022;1155;90;10;149
9023;315;80;20;42
9024;555;60;40;86
9025;135;90;10;44
9026;150;90;-99997;36
9027;295;90;10;36
9031;395;80;20;60
9032;80;90;-99997;29
9033;1055;80;20;127
9034;1045;70;30;145
9035;3240;70;30;372
9036;2630;70;30;344
9037;90;100;-99997;13
9038;375;90;10;72
9041;2550;70;30;311
9043;190;80;20;38
9044;795;70;30;175
9045;925;80;20;180
9047;1730;70;30;225
9051;7660;70;30;678
9053;165;90;-99997;50
9054;400;70;30;63
9055;955;80;20;303
9056;430;70;30;124
9057;320;70;30;91
9061;2315;80;20;341
9062;1870;60;40;372
9063;730;80;20;198
9064;635;80;20;97
9067;190;100;-99997;64
9071;245;90;10;43
9072;330;80;20;65
9073;1400;70;30;174
9074;2665;70;30;299
9075;260;90;10;23
9076;4890;60;40;485
9077;710;70;30;77
9078;955;80;20;82
9079;1725;70;30;159
9081;410;80;20;357
9082;25;90;-99997;20
9083;205;80;20;1381
9084;3275;90;10;835
9085;20;-99997;-99997;812
9086;240;90;10;436
9087;50;90;-99997;48
9088;1140;70;30;147
9089;575;80;20;75
9091;225;80;20;18
9101;8965;40;60;1016
9102;1070;80;20;752
9103;2630;80;20;740
9104;5615;60;40;569
9105;1125;80;20;113
9106;40;90;-99997;28
9107;55;80;-99997;9
9108;1190;70;30;167
9109;265;90;10;69
9111;505;70;30;152
9112;655;90;10;145
9113;980;80;20;131
9114;935;80;20;111
9121;120;90;10;125
9122;50;80;-99997;10
9123;910;70;30;139
9124;45;90;-99997;12
9125;180;90;10;62
9131;855;80;20;95
9132;565;80;20;64
9133;1145;80;20;133
9134;370;80;20;67
9135;245;90;10;61
9136;225;80;10;79
9137;945;80;20;108
9138;360;90;10;59
9141;305;80;20;62
9142;220;80;20;85
9143;365;80;20;60
9144;220;80;20;23
9145;1250;70;30;168
9146;65;90;-99997;9
9147;395;80;20;56
9148;65;80;-99997;12
9151;1585;70;30;216
9152;40;90;-99997;37
9153;235;90;10;42
9154;75;100;-99997;24
9155;215;90;10;28
9156;120;90;-99997;26
9161;1275;60;30;311
9162;455;70;30;120
9163;1235;70;30;284
9164;750;80;30;207
9166;945;60;40;317
9171;850;70;20;92
9172;1780;60;30;251
9173;85;90;10;27
9174;85;90;20;19
9175;125;90;-99997;20
9176;75;90;-99997;10
9177;55;80;-99997;12
9178;215;90;10;21
9201;8240;40;60;1998
9202;8180;50;50;1626
9203;9550;50;50;1994
9204;8380;70;30;1080
9205;4745;70;30;824
9206;70;90;-99997;611
9207;6315;80;20;1007
9211;245;90;10;330
9212;1770;70;30;279
9213;665;100;0;175
9214;40;90;-99997;44
9215;230;90;10;20
9216;1675;70;20;146
9217;465;80;20;47
9218;1730;80;20;186
9219;330;90;10;40
9221;1365;70;30;171
9222;1195;80;20;92
9223;915;70;30;163
9231;6005;50;50;664
9233;1195;70;30;145
9241;2035;80;20;125
9243;1875;80;20;183
9244;3590;60;40;451
9245;1685;80;20;105
9246;80;80;20;27
9247;4815;70;30;449
9248;835;90;10;61
9249;1025;90;10;103
9251;9750;60;40;869
9254;5035;70;30;583
9255;1615;90;10;216
9256;775;80;20;154
9257;2300;80;20;199
9258;925;80;20;96
9261;1600;80;20;110
9262;1365;80;20;148
9263;1895;80;20;190
9264;390;70;20;163
9265;635;80;10;53
9269;3605;60;40;416
9271;4975;50;50;604
9281;4310;70;30;459
9283;1265;80;20;110
9284;1215;80;20;126
9285;5710;60;40;571
9286;1095;70;30;111
9287;1785;60;40;284
9288;2425;60;40;275
9289;1725;70;30;208
9291;5635;60;40;646
9292;70;80;20;15
9293;450;90;10;36
9294;830;80;20;87
9295;600;80;20;65
9296;320;90;10;60
9297;100;60;40;64
9298;2920;70;30;266
9299;615;70;30;341
9301;11310;60;40;1126
9302;3405;80;20;920
9304;245;90;10;24
9305;325;80;20;68
9306;100;90;-99997;53
9307;205;70;30;46
9311;1450;70;30;650
9312;1040;90;10;554
9313;155;80;20;171
9314;210;90;10;50
9315;355;80;20;43
9321;5520;80;20;400
9331;3715;70;30;392
9333;220;90;10;34
9334;145;60;40;21
9335;175;80;20;12
9336;135;80;20;24
9337;160;80;20;72
9341;1290;80;10;116
9342;815;80;20;74
9343;225;90;10;51
9351;11185;60;40;932
9354;2720;80;20;155
9355;380;90;10;59
9356;4440;60;40;769
9359;20;-99997;-99997;23
9361;310;100;-99997;66
9362;325;90;10;60
9363;5885;70;30;523
9364;740;90;10;91
9365;655;90;10;49
9366;255;100;-99997;42
9367;1640;80;20;175
9401;6590;40;60;2333
9402;8215;40;50;2406
9403;14180;80;20;1187
9404;7070;40;50;1357
9405;6315;80;20;577
9406;9405;50;50;1821
9407;6545;60;40;1318
9408;9555;80;20;944
9409;280;90;10;157
9411;8420;60;40;777
9412;1220;90;10;453
9413;1655;80;20;436
9414;1440;80;20;131
9415;890;90;10;75
9416;125;70;30;99
9417;360;90;10;55
9418;1050;80;20;77
9419;410;80;20;29
9421;3325;70;30;369
9422;4910;70;30;412
9423;1320;70;30;143
9431;4615;70;30;381
9432;75;90;-99997;33
9433;445;80;20;38
9434;75;90;-99997;71
9435;50;90;-99997;5
9436;290;90;10;19
9437;100;100;-99997;18
9438;110;100;-99997;18
9439;555;80;20;68
9441;240;70;30;42
9442;370;90;10;46
9443;275;80;20;42
9444;755;80;20;81
9445;30;80;-99997;7
9446;105;100;-99997;17
9447;75;70;30;11
9448;85;90;-99997;96
9449;570;70;30;235
9451;3800;70;30;448
9452;85;100;-99997;11
9453;55;80;-99997;10
9454;305;90;10;37
9455;5;-99997;-99997;5
9456;25;-99997;-99997;7
9457;90;90;-99997;13
9458;160;90;10;48
9459;20;-99997;-99997;2
9461;5050;70;30;502
9462;1865;70;30;161
9463;1415;80;20;125
9464;140;90;-99997;19
9465;250;90;10;32
9466;400;90;10;52
9467;430;80;20;151
9468;3610;70;30;396
9469;590;90;10;207
9471;6460;70;30;505
9472;3720;80;20;459
9473;465;90;10;57
9474;330;90;10;31
9475;335;80;20;98
9479;540;90;10;70
9481;4060;70;30;418
9482;1805;80;20;160
9483;360;90;10;102
9484;65;80;-99997;12
9485;105;90;-99997;13
9486;40;90;-99997;53
9487;100;90;-99997;126
9488;100;90;-99997;11
9489;35;80;-99997;390
9491;735;90;10;84
9492;170;90;10;30
9493;230;90;10;75
9494;835;80;20;133
9495;105;100;-99997;22
9496;220;90;10;17
9497;485;90;10;43
9501;9630;50;50;1264
9502;5475;70;30;836
9503;3955;60;40;972
9511;975;80;20;76
9512;275;90;10;107
9514;1895;60;40;204
9515;655;80;20;120
9521;4890;70;30;414
9523;585;90;10;239
9524;410;100;0;46
9525;280;90;10;37
9526;80;100;-99997;16
9527;110;100;-99997;17
9528;785;80;20;90
9531;4830;70;30;514
9533;565;80;20;104
9534;125;90;10;13
9535;30;70;-99997;4
9536;330;90;10;130
9537;155;100;-99997;15
9541;3355;70;30;253
9545;685;80;20;60
9551;2360;80;20;93
9561;9515;60;40;517
9563;990;90;10;80
9564;50;40;50;152
9566;560;80;20;53
9571;2320;70;30;131
9573;370;80;20;25
9574;95;90;10;24
9581;6990;60;40;519
9584;1240;80;20;75
9585;290;100;-99997;21
9591;2870;70;30;196
9601;6950;40;60;1518
9602;11660;40;60;1587
9603;3265;90;10;1286
9605;865;90;10;42
9606;1615;90;10;215
9607;925;60;40;295
9608;895;80;20;64
9609;30;60;-99997;20
9611;8095;60;40;1052
9613;1720;90;10;140
9614;220;80;20;95
9615;1340;70;30;184
9616;470;60;30;117
9617;3045;80;20;358
9618;100;60;40;13
9619;845;80;20;91
9621;2120;60;40;191
9622;80;70;30;40
9623;150;90;-99997;18
9624;50;90;-99997;6
9625;510;90;10;32
9626;1690;80;20;175
9627;540;90;10;82
9628;3215;70;30;335
9629;180;60;40;36
9631;450;90;10;31
9632;55;100;-99997;14
9633;115;80;20;11
9635;1870;70;30;187
9636;3595;70;30;311
9641;5615;50;50;1327
9642;7835;60;40;1139
9644;1625;90;10;96
9645;4030;50;50;1053
9646;2425;80;20;1060
9648;5415;70;30;582
9649;4670;60;40;562
9651;1680;80;20;140
9654;395;80;20;40
9655;125;100;-99997;28
9656;145;90;10;34
9657;105;100;-99997;20
9658;470;90;10;40
9659;215;90;10;83
9661;1235;80;20;86
9663;4560;70;30;338
9665;7640;60;40;650
9671;4150;50;50;1722
9672;480;80;20;624
9673;3220;50;50;1084
9674;3095;60;40;1158
9675;7155;70;30;1339
9677;1450;70;30;490
9678;1485;80;20;159
9679;4920;60;40;547
9681;2090;70;30;200
9682;1510;70;30;112
9684;2095;70;30;152
9685;680;100;0;106
9686;2090;50;50;273
9687;210;80;20;26
9688;415;70;30;47
9691;35;90;-99997;175
9693;1350;60;40;241
9695;3215;70;30;133
9696;170;80;20;16
9697;2630;70;30;274
9698;1300;80;20;87
9699;955;70;20;64
9711;9745;10;80;6099
9712;10280;20;80;6503
9713;12960;20;80;4306
9714;6130;30;70;5183
9715;8435;10;80;4881
9716;3980;10;90;5073
9717;6585;40;60;5795
9718;9540;30;70;4975
9721;11400;50;50;3143
9722;7945;60;40;2483
9723;5615;50;40;1996
9724;5055;30;70;4204
9725;6170;30;70;4087
9726;4265;30;70;4199
9727;5465;50;50;2585
9728;10930;40;60;2188
9731;7650;80;20;1602
9732;5285;70;30;1490
9733;3635;40;60;1390
9734;2860;90;10;1122
9735;225;100;-99997;1326
9736;6280;30;70;1490
9737;6065;60;40;1654
9738;405;80;20;1046
9741;7835;20;80;4424
9742;10715;20;80;4209
9743;11850;20;80;2705
9744;5705;60;40;858
9745;3175;60;40;921
9746;6725;90;10;784
9747;10;-99997;-99997;888
9749;35;80;-99997;100
9751;7375;70;30;1087
9752;5320;70;30;897
9753;5200;70;30;986
9755;720;80;20;119
9756;1330;80;20;159
9761;7050;70;30;897
9765;3740;70;30;738
9766;2780;90;10;300
9771;1145;70;30;164
9773;115;100;-99997;57
9774;670;80;20;77
9781;8640;70;30;795
9784;275;90;10;61
9785;1020;80;20;346
9791;4670;70;20;548
9792;785;80;30;89
9793;105;100;-99997;42
9794;80;80;20;38
9795;365;80;20;56
9796;195;90;10;19
9797;555;90;10;57
9798;490;80;20;66
9801;8050;80;20;730
9804;1460;80;20;264
9805;455;100;-99997;492
9811;280;90;10;39
9812;45;90;-99997;41
9821;1315;90;10;181
9822;1605;70;30;229
9824;440;90;10;41
9825;195;100;-99997;21
9827;160;90;10;22
9828;685;80;20;107
9831;2185;70;30;292
9832;410;90;10;28
9833;290;80;20;35
9841;25;-99997;-99997;67
9842;425;80;20;69
9843;2720;70;30;333
9844;245;90;10;28
9845;300;80;20;51
9851;605;80;20;72
9852;205;80;20;20
9853;475;70;30;67
9861;3465;60;40;435
9862;665;80;20;58
9863;1115;80;20;74
9864;635;80;20;92
9865;2505;80;20;136
9866;915;80;20;76
9871;145;70;30;132
9872;170;90;10;118
9873;800;70;30;134
9881;330;80;20;67
9882;225;80;20;76
9883;1545;70;30;166
9884;245;90;10;23
9885;205;90;10;23
9886;95;90;10;22
9891;795;70;30;113
9892;315;80;20;40
9893;440;70;30;54
9901;4120;50;50;1041
9902;5565;40;60;1134
9903;1955;80;20;885
9904;105;90;10;20
9905;1070;80;20;129
9906;655;70;30;100
9907;170;80;10;38
9908;300;80;20;43
9909;1340;80;20;162
9911;190;80;20;30
9912;260;80;20;35
9913;115;90;10;27
9914;525;80;20;59
9915;675;70;30;94
9917;490;70;30;58
9918;565;70;30;71
9919;2375;60;40;367
9921;970;70;30;130
9922;415;80;20;53
9923;200;80;20;32
9924;25;100;-99997;35
9925;15;-99997;-99997;20
9931;1955;40;60;993
9932;4500;70;30;610
9933;3920;40;60;933
9934;4925;60;40;1125
9936;1625;60;40;536
9937;590;90;10;61
9939;265;80;20;27
9942;100;90;10;28
9943;330;80;20;39
9944;1350;70;30;113
9945;1740;70;30;234
9946;940;80;20;118
9947;390;90;10;79
9948;305;60;40;99
9949;150;90;10;40
9951;7395;70;30;673
9953;1815;60;40;306
9954;105;90;-99997;34
9955;215;80;20;199
9956;450;80;20;59
9957;45;90;-99997;9
9959;580;80;20;78
9961;195;80;20;77
9962;100;90;-99997;21
9963;265;80;20;36
9964;740;70;30;108
9965;1735;70;30;265
9966;160;70;30;18
9967;1495;70;30;217
9968;435;80;20;47
9969;245;70;30;38
9971;1355;60;40;211
9972;65;90;10;36
9973;220;80;20;38
9974;1190;70;30;205
9975;180;80;20;25
9976;150;70;20;64
9977;1255;70;30;124
9978;185;80;20;49
9981;5400;50;50;611
9982;3160;60;40;312
9983;1195;70;30;125
9984;230;80;20;21
9985;135;90;-99997;30
9986;100;70;30;18
9987;215;60;40;36
9988;1345;70;30;164
9989;2135;60;40;301
9991;2180;50;50;330
9992;140;90;10;22
9993;115;90;10;63
9994;75;90;-99997;200
9995;670;70;30;91
9996;65;100;-99997;19
9997;610;70;30;87
9998;185;80;20;17
9999;100;90;-99997;12
