Post.code;Totaal.2021;Koopwoning.2021;Huurwoning.2021;adressen/km2.2021
Code;x1;%;%;adressen/km2
5351;10705;80;20;905
5352;690;90;10;110
5353;220;90;-99997;33
5354;180;90;10;81
5355;65;100;-99997;174
5356;205;80;20;66
5357;450;80;20;67
5358;350;100;-99997;276
5359;50;100;-99997;20
5361;8600;60;40;784
5363;1520;70;10;259
5364;1185;80;20;341
5366;1740;60;40;233
5367;745;70;30;91
5368;725;70;30;83
5371;3065;60;40;426
5373;2905;60;40;298
5374;7305;70;30;567
5375;1770;70;30;183
5381;650;80;20;164
5382;1510;80;20;184
5383;480;80;20;53
5384;13520;70;30;950
5386;5000;70;30;501
5388;6330;70;30;538
5391;3680;70;30;447
5392;900;80;20;326
5394;1260;70;30;119
5395;195;90;-99997;30
5396;895;80;20;115
5397;3130;70;30;316
5398;1380;80;20;97
5401;8245;40;60;2038
5402;7935;60;40;1867
5403;9090;70;30;1324
5404;3560;60;40;1765
5405;585;20;80;739
5406;7305;80;20;703
5408;3535;70;30;358
5409;2040;80;20;187
5411;6745;70;30;478
5421;13140;60;40;1207
5422;3660;80;20;980
5423;1810;70;30;211
5424;1055;70;30;100
5425;1700;80;20;156
5427;9210;70;30;626
5428;1750;80;20;136
5431;11345;50;50;1057
5432;7030;70;30;1171
5433;415;90;10;488
5434;1260;90;10;175
5435;505;90;10;110
5437;1725;80;20;179
5438;1180;80;20;128
5439;265;80;20;40
5441;2355;80;20;233
5443;2860;80;20;290
5445;695;80;20;46
5446;2800;80;20;252
5447;1665;80;20;173
5449;80;90;-99997;24
5451;6220;70;30;443
5453;2265;80;20;152
5454;1430;70;30;183
5455;1090;80;20;101
5461;4400;60;40;1763
5462;3495;50;50;1149
5463;7710;60;40;1230
5464;6240;80;20;798
5465;1845;90;10;182
5466;1485;80;20;180
5467;7415;80;20;1490
5469;7000;80;20;342
5471;115;90;10;118
5472;1230;90;10;124
5473;8455;70;30;554
5476;1750;80;20;175
5481;9740;70;30;1181
5482;13965;60;40;1081
5491;11030;80;20;742
5492;7325;70;30;626
5501;4240;60;40;2377
5502;5110;80;20;1624
5503;5920;60;40;1913
5504;6325;70;30;1275
5505;3705;50;50;1828
5506;2860;60;40;1729
5507;3340;80;20;547
5508;10600;70;30;1687
5509;3395;70;30;1769
5511;1405;90;10;129
5512;2155;80;20;221
5513;2030;80;20;170
5521;10455;70;30;879
5524;1480;80;20;189
5525;2005;70;30;253
5527;5685;80;20;544
5528;2215;80;20;199
5529;1110;90;10;130
5531;10465;70;30;968
5534;1055;90;10;118
5541;8715;80;20;789
5551;9385;70;30;1069
5552;6060;50;50;1651
5553;1885;50;50;1184
5554;9455;60;40;1919
5555;3180;70;30;1416
5556;1260;80;20;69
5561;2435;80;20;174
5563;2110;80;20;227
5571;11065;80;20;721
5575;3140;80;20;277
5581;6925;80;20;746
5582;5005;70;30;935
5583;5615;80;20;923
5591;9940;70;30;745
5595;4515;80;20;386
5611;13915;30;70;4144
5612;11690;20;80;3922
5613;6350;50;50;2722
5614;3825;50;50;3667
5615;7885;50;50;3521
5616;12955;30;70;3800
5617;1795;0;100;4070
5621;4375;30;70;3195
5622;8075;40;60;3428
5623;10705;30;70;3391
5624;5670;50;50;2264
5625;9920;30;70;3339
5626;4145;80;20;850
5627;12120;80;20;1555
5628;10300;40;60;2646
5629;9340;90;10;1545
5631;5700;60;40;1943
5632;13045;50;50;2311
5633;135;70;30;957
5641;7845;40;60;1662
5642;8135;40;60;2104
5643;8005;40;60;2816
5644;8805;60;40;2345
5645;3920;40;60;1860
5646;2395;60;40;1513
5647;50;90;-99997;683
5651;3755;30;70;2107
5652;6995;40;60;1783
5653;6860;50;50;2198
5654;10205;40;60;2483
5655;4210;50;50;1471
5657;240;80;20;465
5658;12320;70;30;1268
5661;1240;80;20;707
5662;3180;90;10;1127
5663;6035;80;20;1190
5664;4780;50;50;1862
5665;5365;30;70;1645
5666;3830;60;40;1895
5667;4540;80;20;1303
5671;5390;60;40;1425
5672;6965;80;20;1370
5673;6165;70;30;1201
5674;5180;80;10;300
5681;870;80;20;355
5682;4185;80;20;1311
5683;6365;60;40;1695
5684;11575;60;40;1543
5685;7225;90;10;1087
5688;12260;70;30;775
5689;575;70;30;784
5691;10905;80;20;748
5692;1830;70;30;470
5694;4820;80;20;684
5701;15470;30;70;3030
5702;11745;40;60;2005
5703;5550;30;70;1877
5704;8915;60;40;1257
5705;1925;30;70;1450
5706;14785;70;30;1437
5707;10360;60;40;1731
5708;10830;70;30;801
5709;13055;80;20;1247
5711;8475;70;30;1055
5712;8705;80;20;510
5715;2250;80;20;181
5721;13190;70;30;1145
5722;55;-99997;100;707
5724;1085;90;10;120
5725;2490;80;20;175
5731;11100;70;30;973
5735;5750;70;30;604
5737;4275;80;20;426
5738;2035;80;20;145
5741;10745;60;40;832
5751;12560;60;40;1324
5752;1880;90;10;320
5753;4245;70;30;667
5754;6250;70;30;1066
5756;1440;80;20;138
5757;3320;70;30;282
5758;1855;80;20;185
5759;890;70;30;80
5761;6010;80;20;473
5763;2220;80;20;195
5764;1160;70;30;110
5766;535;90;10;68
5768;6145;80;20;494
5801;10230;50;50;1471
5802;7420;50;50;1541
5803;7940;70;30;1393
5804;3130;80;20;885
5807;2425;70;30;351
5808;1185;70;30;106
5809;2265;80;20;371
5811;835;80;20;67
5812;495;80;20;116
5813;2285;80;20;158
5814;555;80;20;31
5815;1070;90;10;92
5816;235;80;20;12
5817;205;80;20;52
5821;2530;80;20;316
5823;885;80;20;107
5824;555;90;10;88
5825;4095;70;30;345
5826;490;90;10;73
5827;720;90;10;59
5831;12570;60;40;1171
5835;1920;90;10;177
5836;1830;80;20;321
5841;1895;80;20;125
5843;685;90;10;53
5844;720;80;20;68
5845;4090;70;30;460
5846;730;90;10;204
5851;2130;70;30;215
5853;2060;80;20;171
5854;5250;70;30;513
5855;2480;70;30;182
5856;1190;80;20;84
5861;1880;90;10;234
5862;410;70;30;60
5863;1145;70;30;152
5864;1850;90;10;218
5865;1255;80;20;176
5866;1285;90;10;140
5871;1055;80;20;162
5872;770;80;20;156
5911;5105;30;70;2943
5912;10100;50;50;2232
5913;9905;70;30;2420
5914;7695;40;60;2013
5915;5645;50;50;1314
5916;2500;90;10;597
5921;6755;50;50;2516
5922;5805;50;50;2011
5923;3040;40;60;1920
5924;3705;80;20;1839
5925;3850;60;40;1379
5926;2880;90;10;953
5927;855;90;10;443
5928;760;90;10;622
5931;9715;60;40;1402
5932;5445;60;40;970
5935;3660;60;40;967
5941;5335;80;20;488
5943;1035;80;20;128
5944;2695;80;20;220
5951;5505;70;30;558
5953;11010;60;40;856
5954;2440;80;20;255
5961;13085;70;30;1118
5962;2120;90;10;178
5963;1965;80;20;256
5964;1670;80;20;196
5966;2055;80;20;224
5971;4790;80;20;603
5973;1990;80;20;179
5975;6720;80;20;507
5976;1110;90;10;126
5977;230;90;10;15
5981;7620;60;40;978
5984;1255;70;30;123
5985;1655;80;20;120
5986;2145;80;20;200
5987;1330;80;20;332
5988;6245;70;30;811
5991;6485;70;30;576
5993;6625;80;20;500
5995;4155;70;30;312
6001;7685;40;60;2254
6002;6605;80;20;836
6003;5500;90;10;865
6004;9360;70;30;1495
6005;4435;70;30;743
6006;11320;60;40;1466
6011;1470;80;20;153
6012;480;90;10;41
6013;950;80;20;119
6014;1655;80;20;256
6015;1275;80;20;203
6017;2490;70;30;394
6019;2025;80;20;318
6021;9760;70;30;814
6023;2145;70;30;372
6024;1410;80;20;182
6026;5125;80;20;553
6027;1815;80;20;215
6028;745;80;20;111
6029;1785;80;20;102
6031;10410;70;30;890
6034;1545;80;20;161
6035;4135;80;20;253
6037;1140;80;20;89
6039;5105;70;30;538
6041;11860;50;50;1832
6042;9265;60;40;1486
6043;11495;50;50;2112
6044;3355;30;70;1999
6045;6050;50;50;1282
6049;7985;80;20;855
6051;7045;70;30;662
6061;3930;70;30;304
6063;2360;70;30;252
6065;3130;80;20;344
6067;3680;80;20;467
6071;8750;70;30;672
6074;3640;80;20;490
6075;4195;70;30;483
6077;3325;70;30;398
6081;4390;80;20;564
6082;940;80;20;200
6083;660;80;20;285
6085;3725;80;20;436
6086;3380;80;20;315
6088;4295;80;20;387
6089;750;80;20;86
6091;755;80;20;95
6092;320;80;20;121
6093;6545;70;30;665
6095;2680;80;20;268
6096;1715;80;20;206
6097;4440;80;20;378
6099;1815;80;20;271
6101;9525;60;40;1134
6102;5145;70;30;626
6104;1650;80;20;152
6105;1315;90;10;91
6107;1605;80;20;234
6109;825;80;20;90
6111;585;80;20;241
6112;855;90;10;201
6114;7990;70;30;696
6116;1430;70;30;171
6118;3255;80;20;420
6121;5960;70;30;762
6122;2010;80;20;774
6123;1155;90;10;389
6124;755;90;10;349
6125;1695;70;30;340
6127;2305;80;20;444
6129;5650;70;30;499
6131;4815;30;70;2351
6132;5280;70;30;1235
6133;3755;70;30;1308
6134;2410;40;60;1054
6135;5640;50;50;1466
6136;6855;50;50;2006
6137;8170;50;50;1806
6141;2585;80;20;631
6142;1270;80;20;307
6143;1205;80;20;238
6151;4510;80;20;798
6153;105;70;30;105
6155;2025;80;20;286
6161;4270;40;60;2068
6162;4460;50;50;2063
6163;7705;60;40;1231
6164;4930;50;50;1628
6165;4640;60;40;2202
6166;5220;60;30;1836
6167;20;-99997;-99997;389
6171;10860;70;30;1083
6174;790;90;10;298
6176;3345;80;20;430
6181;8365;80;20;924
6191;12525;70;30;1022
6211;12475;20;80;4106
6212;4545;70;30;1926
6213;4240;60;40;1908
6214;4710;20;80;3397
6215;8345;60;40;1954
6216;7155;50;50;2580
6217;9160;20;80;2736
6218;7225;40;60;1743
6219;1660;40;60;1046
6221;9995;30;70;3868
6222;5085;20;80;1199
6223;2610;70;30;283
6224;8245;20;80;3379
6225;6765;70;30;1120
6226;7245;50;40;2375
6227;7500;50;50;2053
6228;6620;60;40;1561
6229;6615;40;60;1530
6231;7445;60;40;805
6235;2800;80;20;339
6237;335;90;10;205
6241;5530;80;20;682
6243;2545;80;20;224
6245;9655;80;20;778
6247;2930;80;20;352
6251;425;80;20;106
6252;150;80;10;139
6255;1100;70;30;115
6261;860;80;20;135
6262;1010;70;30;148
6265;1435;80;20;152
6267;3550;70;30;410
6268;585;70;30;81
6269;3875;70;30;448
6271;3910;50;50;543
6273;215;90;10;58
6274;550;80;20;73
6276;170;80;20;27
6277;390;80;20;66
6278;70;90;-99997;31
6281;1780;70;30;198
6285;1020;70;30;110
6286;1890;70;30;123
6287;1680;80;20;187
6289;80;80;20;23
6291;7810;40;60;1273
6294;1415;60;30;171
6295;860;60;40;121
6301;10505;50;50;842
6305;1420;70;20;272
6307;320;80;20;55
6311;780;90;10;241
6312;165;60;40;190
6321;2445;70;30;291
6325;4275;70;30;374
6333;3195;80;20;278
6336;3970;80;20;418
6341;50;100;-99997;168
6342;110;80;20;231
6343;3250;80;20;298
6351;5030;70;30;681
6353;40;90;-99997;43
6361;6515;60;40;719
6363;1625;80;20;436
6365;2730;70;30;317
6367;8270;70;30;671
6369;5405;60;40;684
6371;6275;50;50;1559
6372;10160;70;30;1562
6373;8795;60;40;1514
6374;12020;70;30;1250
6411;7765;30;60;2518
6412;8810;50;50;1890
6413;11265;50;50;1716
6414;7670;50;50;1474
6415;6425;40;60;1812
6416;5815;50;50;1780
6417;6650;50;50;1912
6418;9280;40;60;1747
6419;4305;70;30;1077
6421;10;-99997;-99997;1492
6422;70;80;20;146
6431;9845;40;60;2196
6432;4015;50;50;1581
6433;5010;60;40;1234
6436;2640;60;40;833
6438;3705;80;20;550
6439;1115;80;20;181
6441;7520;50;50;1846
6442;2340;60;40;1305
6443;3900;50;50;1700
6444;6340;70;30;1911
6445;2800;90;10;1229
6446;4770;60;40;1449
6447;1610;80;20;281
6451;4635;70;30;640
6454;700;80;20;151
6456;810;80;20;153
6461;8165;40;50;2497
6462;6880;50;50;2004
6463;5000;30;70;2036
6464;4165;70;30;1185
6465;2040;70;30;920
6466;7640;50;50;1548
6467;4855;70;30;1777
6468;280;80;20;836
6469;595;70;30;713
6471;5820;60;40;1058
6511;10395;20;80;3756
6512;5455;30;70;4328
6515;9235;70;30;926
6521;6520;50;50;3599
6522;4850;60;40;2447
6523;8130;40;60;2134
6524;7445;50;50;3817
6525;9210;50;50;1465
6531;10475;50;50;3149
6532;5955;40;60;2310
6533;11125;40;60;2239
6534;3240;40;60;2144
6535;7210;20;80;2036
6536;3530;60;40;1531
6537;9305;40;60;1921
6538;9300;40;60;2209
6541;9545;30;70;2786
6542;7320;40;60;3492
6543;7390;40;60;2416
6544;5565;30;70;2145
6545;5335;60;40;1936
6546;9215;60;40;1299
6551;2490;80;20;392
6561;6260;50;50;800
6562;10490;60;40;864
6564;820;90;10;533
6566;5890;60;40;641
6571;1915;60;40;424
6572;485;70;30;450
6573;3665;60;40;571
6574;480;50;50;690
6575;105;90;-99997;75
6576;2515;60;40;283
6577;150;90;10;76
6578;1725;60;40;240
6579;485;70;30;74
6581;11230;70;30;1041
6582;1865;70;30;299
6584;3690;80;20;570
6585;3040;70;30;411
6586;310;80;20;89
6587;870;80;20;127
6591;9110;60;40;962
6595;2250;70;30;517
6596;2805;80;20;279
6598;2075;80;20;267
6599;795;80;20;78
6601;10490;50;50;1701
6602;6280;70;30;1862
6603;5095;70;30;537
6604;3985;90;10;672
6605;10785;70;30;1314
6606;410;80;20;93
6611;2650;80;20;255
6612;830;80;20;111
6613;725;90;10;111
6615;135;50;50;177
6616;960;80;20;121
6617;1750;80;20;174
6621;3520;70;30;313
6624;1370;70;30;173
6626;1685;80;20;140
6627;1345;80;30;138
6628;575;90;10;58
6629;815;80;20;85
6631;1610;80;20;147
6634;650;80;20;87
6641;12725;60;40;1413
6642;4640;90;10;1000
6644;4145;70;30;458
6645;2160;70;30;230
6651;10245;60;40;1050
6652;2360;90;10;962
6653;1795;60;40;254
6654;1685;70;30;231
6655;1295;80;20;688
6657;2235;70;30;270
6658;6935;70;30;774
6659;2475;70;30;246
6661;12555;60;40;1288
6662;10050;80;20;1087
6663;11630;60;40;1083
6665;4375;70;30;480
6666;4965;70;30;542
6668;1455;70;30;128
6669;4420;60;40;382
6671;4985;70;30;647
6672;175;20;80;249
6673;1630;70;30;411
6674;3095;70;30;402
6675;1835;80;20;233
6676;60;80;20;15
6677;490;80;20;53
6678;2545;70;30;563
6681;12175;70;30;942
6684;140;90;10;191
6685;2055;70;30;368
6686;2740;80;20;294
6687;2865;80;20;298
6691;7275;70;30;683
6701;3640;40;60;2294
6702;2585;30;70;1724
6703;2790;70;30;1435
6704;845;60;40;552
6705;1525;100;0;264
6706;5340;50;50;2010
6707;5095;20;80;3088
6708;13570;50;50;2079
6709;4250;30;70;1912
6711;11445;60;40;1921
6712;5295;60;40;2562
6713;9920;60;40;2609
6714;7290;50;50;2695
6715;6745;60;40;2066
6716;8100;80;20;1276
6717;18855;60;40;1983
6718;9110;70;30;930
6721;15270;70;30;1218
6731;2215;70;30;248
6732;3550;70;30;209
6733;2715;70;30;174
6741;13775;80;20;584
6744;3685;80;20;244
6745;460;80;20;253
6811;6415;20;80;3486
6812;2835;60;40;1177
6813;4420;70;30;1348
6814;6290;70;30;2262
6815;3350;50;50;661
6816;2345;70;30;168
6821;5950;50;50;3792
6822;7210;30;70;3610
6823;6915;20;70;1670
6824;10120;50;50;2756
6825;5660;40;60;2257
6826;10450;20;80;2378
6827;425;10;90;1605
6828;12445;20;70;3820
6831;3540;20;80;1837
6832;5575;20;80;2273
6833;6585;40;60;2077
6834;3255;20;80;1393
6835;5270;50;50;1654
6836;11850;60;40;1476
6841;4615;40;60;1734
6842;2865;60;30;1354
6843;10605;60;40;1765
6844;4095;60;40;2139
6845;6125;60;40;1650
6846;13210;60;40;1381
6851;9310;70;30;1152
6852;10255;80;20;1501
6861;5660;70;30;932
6862;5710;70;30;1022
6865;4950;50;50;789
6866;3540;60;40;966
6869;725;70;30;363
6871;9100;60;40;1082
6874;1740;60;40;177
6877;40;-99997;-99997;2
6881;7495;70;30;1790
6882;6435;30;70;2541
6883;4165;50;50;1631
6891;1720;90;10;953
6901;6460;50;50;1829
6902;1120;90;10;912
6903;6805;60;40;1528
6904;7215;50;50;1747
6905;4220;80;20;493
6909;1905;60;40;208
6911;2440;70;30;294
6913;855;80;20;89
6914;1045;70;30;133
6915;3080;50;50;565
6916;2780;70;30;485
6917;650;60;40;102
6921;14325;70;30;1278
6922;7610;60;40;1254
6923;1990;80;20;299
6924;1140;80;20;165
6931;7625;60;40;1093
6932;7385;50;50;1230
6941;4780;70;30;882
6942;12185;60;40;1017
6951;7225;50;50;1387
6952;4335;50;50;1377
6953;2100;70;30;832
6955;1090;80;20;152
6956;925;60;40;623
6957;970;80;20;142
6961;9855;60;40;913
6964;835;80;20;52
6971;8485;60;40;763
6974;710;90;10;107
6975;345;80;20;22
6981;4550;50;50;970
6982;2170;40;60;859
6983;4150;70;30;741
6984;195;70;30;148
6986;1380;80;20;415
6987;2745;70;30;353
6988;1390;80;10;175
6991;7695;60;40;1031
6994;1085;60;40;157
6996;1645;70;30;121
6997;450;80;20;78
6998;570;80;20;102
6999;1630;60;40;150
7001;4505;40;60;1872
7002;6610;30;70;1504
7003;2825;60;40;1390
7004;4640;70;30;476
7005;765;50;50;1123
7006;9855;70;30;1234
7007;8525;70;30;1078
7008;870;80;20;729
7009;7060;50;50;1353
7011;5575;70;30;762
7021;8705;70;30;556
7025;2265;80;20;66
7031;7035;80;20;497
7035;1520;80;20;150
7036;455;90;10;57
7037;2290;80;20;202
7038;2665;70;30;370
7039;1155;90;10;176
7041;8440;60;40;1002
7044;455;90;10;540
7045;780;80;20;69
7046;85;80;20;10
7047;1065;70;30;172
7048;155;80;20;82
7051;5845;60;40;635
7054;1215;80;10;77
7055;1035;80;20;42
7061;4575;60;40;795
7064;5495;60;40;548
7065;975;80;20;36
7071;10515;60;40;1021
7075;1835;80;20;295
7076;840;90;10;300
7077;500;80;20;56
7078;1040;80;20;88
7081;4275;60;40;599
7083;270;80;20;34
7084;930;90;10;105
7091;7160;60;40;885
7095;1085;90;10;84
7101;12305;70;30;1604
7102;3685;70;30;1011
7103;7665;70;30;1433
7104;1465;80;20;54
7105;420;70;30;30
7106;370;60;40;15
7107;720;80;20;40
7108;895;80;20;23
7109;635;80;20;44
7113;300;80;20;86
7115;310;70;30;34
7119;260;90;10;21
7121;7960;70;30;964
7122;7975;80;20;653
7123;1460;80;20;735
7126;1485;80;20;235
7131;9795;70;30;948
7132;3115;90;10;714
7134;1120;90;10;89
7135;1415;80;20;111
7136;1980;80;20;132
7137;1390;80;20;105
7141;9380;70;30;912
7142;480;80;20;20
7151;7745;60;40;1007
7152;3420;80;20;628
7156;2830;80;20;142
7157;1325;80;20;43
7161;9360;60;40;769
7165;1020;90;10;77
7201;5635;40;60;2328
7202;925;30;70;1141
7203;4960;60;40;1133
7204;9980;40;60;2427
7205;2455;70;30;696
7206;6600;60;40;1405
7207;9045;80;20;1046
7211;4440;70;30;381
7213;4000;70;30;441
7214;2080;80;20;197
7215;420;80;20;47
7216;285;80;20;24
7217;1790;80;20;106
7218;1250;80;20;88
7221;2230;70;30;262
7223;1080;80;20;71
7224;80;90;10;13
7225;245;80;20;73
7226;130;70;30;64
7227;885;80;20;49
7231;5275;70;30;1259
7232;3235;80;20;1402
7233;320;70;30;39
7234;655;80;20;76
7241;8105;70;30;916
7242;5470;60;40;1314
7244;1765;80;20;96
7245;4335;80;20;170
7251;7210;70;30;489
7255;6570;70;30;484
7256;1425;70;30;183
7261;7730;70;30;514
7263;900;80;20;65
7271;7740;60;40;790
7273;705;80;20;58
7274;1335;90;10;85
7275;645;80;20;46
7311;10450;40;60;3196
7312;10740;50;50;1780
7313;2285;90;10;835
7314;6950;70;30;2185
7315;4820;70;30;1702
7316;6230;60;40;1775
7317;325;70;30;1046
7321;6045;80;20;2358
7322;9725;60;40;2103
7323;12670;50;50;1685
7324;2015;70;30;694
7325;13375;70;30;1531
7326;9745;60;40;1684
7327;5690;60;40;1437
7328;7260;60;40;1984
7329;2735;30;70;2117
7331;11390;50;50;2866
7332;710;60;40;2060
7333;6470;50;50;1791
7334;2360;90;10;1774
7335;6555;60;40;2231
7336;315;50;50;1567
7339;6280;80;20;772
7341;1035;80;10;60
7345;2250;90;10;187
7346;245;70;30;35
7348;100;80;20;17
7351;1380;60;40;121
7352;50;70;30;85
7361;4940;70;30;315
7364;1225;80;20;112
7371;3365;70;30;260
7381;1765;80;20;126
7382;1555;70;30;125
7383;2715;60;40;200
7384;2975;70;30;114
7391;11980;60;40;986
7392;1195;70;30;459
7395;790;70;30;86
7396;2540;60;40;112
7397;735;90;10;26
7399;660;90;10;52
7411;8445;30;70;2742
7412;11560;50;50;2351
7413;7180;50;50;3551
7414;5330;40;60;1744
7415;11320;30;70;2364
7416;3500;40;60;2375
7417;4940;30;70;1708
7418;585;80;20;823
7419;2305;80;20;1165
7421;5205;70;30;1071
7422;2425;60;40;1498
7423;6020;80;20;1598
7424;4660;80;20;1349
7425;7885;80;20;1256
7426;25;-99997;-99997;106
7427;90;60;40;376
7428;155;70;30;35
7429;1075;40;60;1445
7431;4785;70;30;572
7433;6195;70;30;669
7434;1465;80;20;70
7435;420;70;30;43
7437;5655;80;20;418
7439;300;100;0;827
7441;5110;80;20;1086
7442;10520;60;40;1176
7443;9180;80;20;841
7447;6365;80;20;383
7448;2100;80;20;116
7451;9395;70;30;459
7461;9665;60;40;1313
7462;13820;70;30;1508
7463;5325;90;10;986
7466;335;90;10;57
7467;435;90;10;49
7468;7205;70;20;526
7471;12115;60;40;966
7472;35;80;-99997;216
7475;7260;70;30;312
7478;2610;70;30;227
7481;10865;60;40;1058
7482;10410;80;20;1017
7483;2930;90;10;1096
7491;7385;70;30;756
7495;1905;70;30;54
7496;2110;70;30;198
7497;1600;70;30;96
7511;9690;20;80;4128
7512;6925;40;60;3651
7513;5115;40;60;3113
7514;5960;50;50;3456
7521;9180;40;60;1600
7522;7405;40;60;1436
7523;12200;40;60;2444
7524;3520;80;20;373
7525;380;90;10;124
7531;8380;60;40;2276
7532;5280;60;40;958
7533;4790;50;50;2536
7534;12560;70;30;1183
7535;3740;80;20;1973
7536;60;80;20;65
7541;3405;40;60;2312
7542;10400;70;30;1376
7543;7015;40;60;2553
7544;15980;30;70;2067
7545;14600;40;60;2532
7546;8660;70;30;1144
7547;610;60;40;631
7548;3865;80;20;290
7551;4185;40;60;2922
7552;11200;50;50;1574
7553;9690;50;50;2080
7554;1515;80;20;157
7555;9010;60;40;1612
7556;11755;50;50;2244
7557;10800;50;50;2463
7558;12175;70;30;1349
7559;10725;80;20;912
7561;2015;80;20;248
7562;195;50;50;36
7571;2775;20;70;2252
7572;5035;50;50;2007
7573;3690;70;30;1709
7574;3525;50;50;843
7575;450;80;20;682
7576;6045;70;30;1250
7577;9985;80;20;1250
7581;8105;60;40;1045
7582;5300;70;30;1031
7585;495;90;10;120
7586;4110;60;40;465
7587;3905;80;20;226
7588;970;80;20;40
7591;10190;70;30;727
7595;3055;70;30;251
7596;2355;80;20;139
7597;1695;80;20;64
7601;7090;40;60;2211
7602;5825;70;30;1328
7603;6130;50;50;1296
7604;6510;40;60;1303
7605;2950;40;60;2541
7606;6850;40;60;2017
7607;9260;40;60;2186
7608;11035;60;40;1474
7609;13930;80;20;1056
7610;40;40;60;100
7611;1540;80;20;236
7614;265;70;30;267
7615;1610;80;20;161
7621;5765;80;20;1241
7622;7805;50;50;1597
7623;8155;80;20;984
7625;1395;80;20;143
7626;550;90;10;146
7627;1970;80;20;121
7631;4455;80;20;593
7634;765;80;20;62
7635;990;80;20;51
7636;585;80;20;79
7637;315;70;30;159
7638;190;70;30;14
7641;8270;70;30;908
7642;7220;70;30;875
7645;1075;70;30;54
7651;5710;60;40;586
7661;995;80;20;106
7662;210;70;30;13
7663;390;70;30;40
7664;620;80;20;34
7665;3590;80;20;235
7666;900;80;20;60
7667;1255;70;30;79
7668;150;70;30;24
7671;11280;60;40;669
7672;2515;80;20;800
7675;140;70;30;55
7676;4480;50;50;366
7678;4335;70;30;251
7679;1280;80;20;78
7681;8815;60;40;755
7683;5835;80;20;356
7685;1070;80;20;66
7686;580;90;10;159
7687;1210;80;20;179
7688;1445;80;20;73
7691;3460;70;30;243
7692;940;80;20;114
7693;1445;80;20;141
7694;1520;70;30;140
7695;1110;90;10;58
7696;290;80;20;50
7701;12045;70;30;823
7702;795;80;20;756
7705;345;90;10;39
7707;3980;80;20;221
7711;9300;70;30;466
7715;975;90;10;43
7721;7220;70;30;932
7722;7645;80;20;232
7731;12130;70;30;713
7732;705;80;20;439
7734;350;80;20;47
7735;360;90;10;77
7736;195;80;20;33
7737;515;80;20;74
7738;620;80;20;24
7739;430;80;20;35
7741;9045;50;50;880
7742;6445;70;30;877
7751;3870;80;20;311
7753;685;70;30;69
7754;375;90;10;34
7755;365;90;10;33
7756;250;100;-99997;59
7761;4405;70;30;412
7764;460;70;30;127
7765;1670;80;20;122
7766;1285;80;20;90
7771;4730;60;40;873
7772;11090;60;40;955
7773;3860;80;20;764
7775;2045;80;20;118
7776;3125;70;30;342
7777;980;90;10;77
7778;175;90;10;53
7779;125;80;20;12
7781;250;90;10;44
7782;1945;70;30;168
7783;3180;70;30;397
7784;560;90;10;37
7785;40;90;-99997;25
7786;190;80;20;63
7787;180;90;10;31
7788;155;90;10;16
7791;605;90;10;21
7792;110;80;20;20
7793;450;70;30;105
7794;285;80;20;35
7795;135;70;30;17
7796;625;80;20;74
7797;610;90;10;32
7798;375;80;20;107
7811;4460;50;50;1434
7812;9840;60;40;1235
7813;1190;90;10;335
7814;1580;90;10;251
7815;5975;40;60;1276
7821;15;-99997;-99997;615
7822;2975;60;40;1073
7823;8200;50;50;1497
7824;7625;50;50;1326
7825;430;80;20;265
7826;3050;80;20;367
7827;9265;80;20;815
7828;2045;90;10;349
7831;3420;70;30;182
7833;4745;70;30;603
7841;2235;70;30;301
7842;65;100;-99997;97
7843;845;90;10;112
7844;2120;60;40;632
7845;275;90;10;19
7846;600;100;0;50
7847;235;80;20;28
7848;2165;60;40;263
7849;390;90;10;67
7851;380;80;20;154
7852;195;90;10;24
7853;170;80;20;42
7854;1890;70;30;252
7855;390;90;10;59
7856;180;90;-99997;20
7858;125;90;10;23
7859;35;90;-99997;16
7861;1850;80;20;234
7863;615;80;20;84
7864;410;90;10;27
7871;745;80;20;103
7872;1220;80;20;125
7873;1890;70;30;240
7874;410;90;10;27
7875;1665;80;20;180
7876;3375;70;30;110
7877;100;90;-99997;48
7881;7690;70;30;372
7884;1740;70;30;162
7885;2080;80;20;183
7887;4740;70;30;355
7889;170;70;30;15
7891;11865;60;40;864
7892;120;80;20;455
7894;3025;70;30;313
7895;820;80;20;52
7901;3170;40;60;1837
7902;4640;50;50;1997
7903;410;70;30;477
7904;4980;50;50;1036
7905;4325;60;40;1423
7906;6190;50;50;2089
7907;2005;50;50;1840
7908;11460;80;20;1125
7909;2665;50;50;1130
7910;115;90;-99997;15
7911;300;80;20;68
7912;670;80;20;72
7913;5255;70;30;390
7914;1920;80;20;360
7915;65;80;20;58
7916;2420;70;30;215
7917;1355;80;20;78
7918;1375;80;20;128
7921;6905;70;30;542
7924;1060;80;20;46
7925;575;90;10;19
7926;940;90;10;79
7927;725;90;10;84
7928;10;-99997;-99997;8
7929;40;100;-99997;19
7931;770;90;10;68
7932;365;70;30;49
7933;1620;70;30;126
7934;570;90;10;50
7935;80;80;20;93
7936;790;80;20;62
7937;60;90;-99997;15
7938;950;80;20;114
7941;6180;50;50;2038
7942;5595;40;60;1267
7943;7975;70;30;932
7944;10365;60;40;1312
7946;1745;70;30;100
7948;3965;80;20;316
7949;120;90;10;36
7951;10715;80;20;482
